_t4 		today is August sixteenth . 
_t4 		it looks a little bit like seaweed but that's a sea urchin that's alive . 
_t4 		that's her foot under the water , she's standing in the ocean . 
_t4 		that's her hand , she's picking up the sea urchin .
_t4 		sea urchin . 
_t4 		that's the sea urchin . 
_t4 		and these're [: these are] some rocks ! 
_t4 		in the ocean . 
_t4 		here she is again ! 
_t4 		what's she doing ? 
_t4 		yeah , she's in front of the fireplace . 
_t4 		it looks like she's resting and thinking . 
_t4 		or she might be listening to music . 
_t4 		that's a lighthouse . 
_t4 		lighthouse . 
_t4 		xxx , what's happening in this picture ? 
_t4 		hmmm . 
_t4 		yeah , a little girl . 
_t4 		it's raining and she's looking out the window . 
_t4 		the window has rain on it . 
_t4 		what's happening ?
_t4 		you tell me ! 
_t4 		what's she doin [: doing] ? 
_t4 		yes , she's reading a book . 
_t4 		what's she wearing ? 
_t4 		that's her hair .
_t4 		those are ribbons in her hair , she's wearing ribbons in her hair , what else is she wearing ? 
_t4 		is she wearing boots ? 
_t4 		no ! 
_t4 		what's she wearing on her feet ? 
_t4 		gloves ? 
_t4 		she's wearing gloves ? 
_t4 		no: ! 
_t4 		what's she wearing on her feet ? 
_t4 		clogs ? 
_t4 		here are her feet , I don't see any clogs on her feet . 
_t4 		what is , what're [: what are] these ? 
_t4 		ribbons , these are the ribbons . 
_t4 		what is this ? 
_t4 		clogs !
_t4 		you're making a joke , aren't you ? 
_t4 		Mommy wears clogs (.) sometimes . 
_t4 		my feet are (.) bare . 
_t4 		she's wearing +... 
_t4 		no , she's not wearing clogs , she's wearing (.) socks ! 
_t4 		xxx   . 
_t4 		what's she doing in that picture ?
_t4 		she has a bear . 
_t4 		no , it's a nice bear . 
_t4 		scary bear !
_t4 		you know how to make a scary bear ,  ,  dear !
_t4 		it's nighttime in this picture , she's looking out the window at nighttime looking at the ocean . 
_t4 		she's looking at the ocean and the bear is looking (.) , she's hugging the bear I think . 
_t4 		yeah , is that how you hug ? 
_t4 		she hugs her bear . 
_t4 		yeah , that's my microphone . 
_t4 		yeah , Naima has one too .
_t4 		we both have them . 
_t4 		yeah , you gonna pat it ? 
_t4 		and , what's happening in this picture ? 
_t4 		you can leave it there , what's happening in that picture ?
_t4 		what is that ?
_t4 		what is that , leave my microphone there , kay [: okay] ?
_t4 		that's her bear (.) again . 
_t4 		xxx , and what's she doing now ?
_t4 		yes , she is sleeping ! 
_t4 		are you sleepy , I thought you might be .
_t4 		yes , the old yogurt is sitting right there .
_t4 		that's right . 
_t4 		and what's happening in this picture ?
_t4 		she's writing , that's right . 
_t4 		I wonder if she's writing (.) a wo:rd ? 
_t4 		with a pencil , that's right ! 
_t4 		she has a pencil . 
_t4 		and what's she wearing ?
_t4 		yeah , she's wearing a hat and I think she's wearing a swimsuit .
_t4 		I think she's wearing a hat and a swimsuit . 
_t4 		and she's sitting on the beach !
_t4 		now we wanna look at the moose book ? 
_t4 		yeah .
_t4 		okay ! 
_t4 		you can practically ,  , what do you see on the cover ? 
_t4 		yeah !
_t4 		I see one moose . 
_t4 		and the name of , you know what +..?
_t4 		what ? 
_t4 		another moose or a little moose ? 
_t4 		oh , you hug , like to hug the moose ? 
_t4 		one moose  +... 
_t4 		twenty mice , that's the name of the book !
_t4 		one moose twenty mice . 
_t4 		meow . 
_t4 		one moose but where's the cat ? 
_t4 		where's the cat ? 
_t4 		yes , cat's hiding ! 
_t4 		yes , the cat is hiding behind the number one . 
_t4 		that's right . 
_t4 		two crabs but where's the cat ? 
_t4 		I see a tail . 
_t4 		well , yeah , the cat's there too but I see the cat's tail under this (.) pail , this is a pail and the crabs are in the pail . 
_t4 		and the cat's tail is under the pail . 
_t4 		three ladybugs but where's the +...
_t4 		where do you see the cat ? 
_t4 		behind the leaf . 
_t4 		the cat is behind the leaf . 
_t4 		what's in this picture ? 
_t4 		there's the kitty cat ! 
_t4 		oh , you a little kitty cat ?
_t4 		four whales ! 
_t4 		let's count them , one two three four ! 
_t4 		good job !
_t4 		okay , you want me to count them ?
_t4 		one two three four ! 
_t4 		five horses but where's the cat ? 
_t4 		the cat is behind the number five . 
_t4 		the cat is hiding behind the number five .
_t4 		meow meow meow meow . 
_t4 		six quack quack quacks . 
_t4 		six ducks but where's the cat ? 
_t4 		let's count the ducks . 
_t4 		there's a cat up here too , cat's up there , and there's the number six , let's count these ducks ! 
_t4 		one two three four five six . 
_t4 		wanna count the horses , Naima count the horses . 
_t4 		one two three four five ! 
_t4 		one two three four five ! 
_t4 		up here !
_t4 		kitty cat is hiding ! 
_t4 		seven s:nakes but where's the cat ? 
_t4 		I see a cat's tail right there . 
_t4 		calling up ?
_t4 		or crawling , the cat's crawling up ? 
_t4 		ah . 
_t4 		eight fro:gs ribbit ribbit ribbit ribbit ribbit ribbit ribbit ribbit .
_t4 		but where's the cat , I see an eye there . 
_t4 		and there's the tail of the cat . 
_t4 		nine parrots (.) but (.) where's the cat ? 
_t4 		I don't know where , o:h , the:re's the cat hiding behind the number nine ! 
_t4 		hiding behind the number nine ! 
_t4 		ho , what's this ?
_t4 		yes , tigers !
_t4 		how many tigers are there ? 
_t4 		that , that's the number ten .
_t4 		ten tigers but where's the cat ?
_t4 		I see the cat's feet up here . 
_t4 		I'm going to count (.) these tigers . 
_t4 		one two three , one two three four five six seven eight nine ten ! 
_t4 		there are ten tigers ! 
_t4 		ten !
_t4 		eleven , what are these ? 
_t4 		yeah , what do the owls say ? 
_t4 		ooh , very nice (.) owl sound .
_t4 		and there's the cat .
_t4 		cat is hiding under the owl tree ! 
_t4 		and what about this picture , what's happening here ?
_t4 		this is a bowl and there are twelve fish in it but where's the cat ? 
_t4 		here's the cat's eyes ! 
_t4 		thirteen monkeys (.) but where's the cat ?
_t4 		monkeys ! 
_t4 		what are the monkeys doing ? 
_t4 		jumping ? 
_t4 		oh , I don't know , they are , they look like they're jumping . 
_t4 		fourteen do:gs but where's the cat ? 
_t4 		it looks like those dogs are chasing the cat . 
_t4 		it looks like they're chasing the cat . 
_t4 		are you getting sleepy ? 
_t4 		it's a dog .
_t4 		fourteen dogs .
_t4 		fifteen dolphins but where's he ca:t ? 
_t4 		sixteen spiders but where's the cat ?
_t4 		what's this ? 
_t4 		Naima , what's that ? 
_t4 		those are chickens but what's that ?
_t4 		those are the spiders but what's this ? 
_t4 		is it a web ? 
_t4 		it's a spider web . 
_t4 		yes , we see spider webs outside .
_t4 		seventeen chickens , or hens , but where's the ca:t ? 
_t4 		uh  , did you throw that person down ? 
_t4 		what's in this picture ? 
_t4 		butterflies !
_t4 		eighteen butterflies but where's the +...
_t4 		cat . 
_t4 		meow meow .
_t4 		nineteen , what are these ? 
_t4 		yes , elephants ! 
_t4 		yes , those elephants have flowers . 
_t4 		nineteen elephants but where's the cat , I see the cat's tail right here . 
_t4 		oh , I don't think those flowers have a name , those are generic flowers . 
_t4 		generic flowers . 
_t4 		twenty +...
_t4 		twenty kitty cats ? 
_t4 		what're these ? 
_t4 		what are these ? 
_t4 		there are twenty of them ! 
_t4 		twenty mice ! 
_t4 		squeak squeak !
_t4 		and he:re's the cat ! 
_t4 		meow: .
_t4 		cats like to chase mice . 
_t4 		and here's some numbers , there's a five and a nine ! 
_t4 		all done with this book ? 
_t4 		yeah , read this book again ?
_t4 		read the moose again ? 
_t4 		okay , I'll try to read it upside down . 
_t4 		one moose but where's the cat ? 
_t4 		right there . 
_t4 		two crabs (.) but where's the cat ? 
_t4 		kay , you read this page . 
_t4 		four +... 
_t4 		what are those ? 
_t4 		the crabs are on this page , see ?
_t4 		what are these , dyou [: do you] remember ? 
_t4 		those are the crabs !
_t4 		two crabs . 
_t4 		what's this ? 
_t4 		there's the ducks , what're these ?
_t4 		yeah .
_t4 		yeah , frogs .
_t4 		yeah .
_t4 		those're [: those are] the snakes . 
_t4 		hey ! 
_t4 		what's the cat doing ? 
_t4 		what's the cat doing ? 
_t4 		meow meow meow ? 
_t4 		are you ready to eat more breakfast ? 
_t4 		whoa ! 
_t4 		hug .
_t4 		hug . 
_t4 		rar . 
_t4 		ten tigers . 
_t4 		let's count to ten , one +... 
_t4 		you want some fromage ?
_t4 		o:h , lie down nursie ? 
_t4 		are you sleepy ? 
_t4 		we can do some , what ?
_t4 		what ? 
_t4 		say it again ? 
_t4 		what do you need ? 
_t4 		oh . 
_t4 		I don't know whatchou [: what you] want , what you're saying , honey . 
_t4 		I know , say it again , okay ? 
_t4 		be careful there , please . 
_t4 		that's all+right . 
_t4 		try telling me again what you need . 
_t4 		nursie ?
_t4 		all+right , let's take these off .
_t4 		xxx .
_t4 		take mine off too , okay .
_t4 		I'll take mine off . 
_t4 		what're [: what are] we gonna do now ? 
_t4 		that's a backpack , isn't it ? 
_t4 		that's your backpack . 
_t4 		what are you doing ? 
_t4 		Naima doing what ? 
_t4 		open it ? 
_t4 		oh , unzip . 
_t4 		zip . 
_t4 		zip . 
_t4 		what's inside ? 
_t4 		okay . 
_t4 		I'll take that now , kay [: okay] ? 
_t4 		Mommy's gonna take it away . 
_t4 		um , so this is September (.) ninth . 
_t4 		motorcycle man said   ?
_t4 		Tuesday September tenth .
_t4 		motorcycle man said   ? 
_t4 		really ? 
_t4 		when did he say that ?
_t4 		Mommy talking about love motorcycles , you mean I was telling him that Naima loves motorcycles . 
_t4 		peek+a+boo see you . 
_t4 		what was that you just said when you woke up this morning ? 
_t4 		was that a sentence ? 
_t4 		motorcycle man did say (.)   .
_t4 		why did he say   , when did he say   ? 
_t4 		yes , baby ?
_t4 		Mommy's gonna give you a good morning hug , good morning ! 
_t4 		you want me to put these funny things back ? 
_t4 		but you talk so much when you wake up , Naima talks a lot when she wakes up .
_t4 		you did , you bit Mommy last night and it hurt . 
_t4 		and we couldn't nurse when that happened . 
_t4 		you're right .
_t4 		you were upset , I know . 
_t4 		we were both upset .
_t4 		yeah , I'm wearing a microphone , isn't that funny ?
_t4 		you want me to take it off , yeah .
_t4 		Naima what ? 
_t4 		I'm gonna lie down a little bit and listen to you talk and go back to sleep . 
_t4 		mmmm . 
_t4 		are you sleepy , Naima ? 
_t4 		do you remember what we did yesterday ? 
_t4 		yesterday we went to the new house with  , in the car . 
_t4 		dyou [: do you] remember that ? 
_t4 		yes !
_t4 		little toys away ? 
_t4 		yeah , Mommy is wearing a microphone .
_t4 		yeah , I didn't put it on you .
_t4 		what did we do at the new house , dyou [: do you] remember ? 
_t4 		we went in , yes !
_t4 		didjou [: did you] see Naima's room ? 
_t4 		yeah !
_t4 		we put , got some toys and you rolled some rolls . 
_t4 		some tubes , you rolled some tubes . 
_t4 		you want me to put that away ?
_t4 		you could just leave it here . 
_t4 		you don't have_to pay any attention to it . 
_t4 		well , let's leave it closed for now . 
_t4 		oh , you already know how to open it ,  . 
_t4 		did we go to , did we go somewhere else with  yesterday ? 
_t4 		in the car ? 
_t4 		yes , where did we eat snacks ? 
_t4 		yeah !
_t4 		we went +...
_t4 		what didjou [: did you] play with at the play+ground ?
_t4 		yeah !
_t4 		yeah .
_t4 		you went down the slide with  and then you went with Mommy , (.) on my lap .
_t4 		wee: clunk ! 
_t4 		clunk .
_t4 		clunk not clump .
_t4 		clunk ! 
_t4 		wee: , actually what Daddy says is kaboom . 
_t4 		wee: kaboom . 
_t4 		yes , it's a different play+ground where you went with Daddy and he said kaboom when he went down the slide with you on his lap .
_t4 		oh and we saw babies at that one and we didn't know what their names were . 
_t4 		oh , well actually ,  . 
_t4 		we did know what one of them was called . 
_t4 		not Zoe , no , it wasn't Zoe . 
_t4 		Zoe is a doll in that goodnight book . 
_t4 		that's right . 
_t4 		mmmm , what else did we do yesterday , we went to the store after we went to the play+ground in the new house . 
_t4 		we went to the store , remember ? 
_t4 		what did we do there ? 
_t4 		we were eating ? 
_t4 		you know what , I think you should stop playing with that cause [: because] that's gonna make some noise . 
_t4 		what were we , what did we do at the store , did we (.) buy something ? 
_t4 		what did we buy ? 
_t4 		uh huh .
_t4 		yes , I said you'll make noise if you keep playing with that . 
_t4 		for the person who's listening it will be a lot of noise . 
_t4 		it will be a lot of noise . 
_t4 		oh , hug .
_t4 		should we go find Daddy this morning ? 
_t4 		what ?
_t4 		yeah , I'm wearing a microphone .
_t4 		Daddy microphone ? 
_t4 		yeah .
_t4 		you're upside down . 
_t4 		today we're gonna go to a play group . 
_t4 		xxx , not that play group , we'll go to that one on Thursday . 
_t4 		the one where we see  ? 
_t4 		this one is going to be at the library but it's a different group of people . 
_t4 		this is the one where we see nurse  . 
_t4 		you remember nurse  ? 
_t4 		she was at the play group we used to go to . 
_t4 		the one where we met  . 
_t4 		you remember  ? 
_t4 		xxx in the car ?
_t4 		didjou [: did you] play Legos with  , I'm not sure you did . 
_t4 		Naima was driving a car ? 
_t4 		were you driving a car at the play+ground yesterday ? 
_t4 		what didjou [: did you] do last night ? 
_t4 		yeah , that's true , you were !
_t4 		I think we should change your diaper ! 
_t4 		dyou [: do you] wanna try going to the potty , remember there's a potty now ! 
_t4 		the potty came yesterday and you sat on it . 
_t4 		wanna see what it's like ? 
_t4 		Naima's potty , that's right .
_t4 		you're getting off the bed ? 
_t4 		cause [: because] you wanna try the potty ? 
_t4 		oh , I guess so , okay . 
_t4 		okay , little girl . 
_t4 		you know what it's time to do ? 
_t4 		I know , I dropped that thing by accident .
_t4 		I know , it's your man .
_t4 		it's Naima's man ?
_t4 		it's time to put a clean diaper on . 
_t4 		almost , almost done already . 
_t4 		almost , not quite done .
_t4 		soon . 
_t4 		one two three , zip zip zip , we'll do it really fast .
_t4 		mama bear ? 
_t4 		there's a bear in the other room ? 
_t4 		oh , that's very scary .
_t4 		are you growling like a bear ?
_t4 		a bear growls , a dog barks .
_t4 		rar . 
_t4 		that's called growling . 
_t4 		growl_a !
_t4 		you should ask Daddy if he can growl_a . 
_t4 		okay .
_t4 		are you hungry to nurse ?
_t4 		you know , you could have some regular breakfast too . 
_t4 		you could have +...
_t4 		what ?
_t4 		I said you could have regular breakfast . 
_t4 		you could have porridge ! 
_t4 		you could have porridge like Goldilocks ! 
_t4 		steaming porridge ! 
_t4 		Naima could have (.) porridge sitting in her high chair just like Goldilocks has !
_t4 		you could have porridge and blueberries ! 
_t4 		you could have scrambled eggs ! 
_t4 		Naima likes scrambled eggs , doesn't she ?
_t4 		don't you ? 
_t4 		Naima likes scrambled eggs ! 
_t4 		she said something like that . 
_t4 		what is Naima doing ?
_t4 		xxx said ee: ! 
_t4 		oh gosh , yeah .
_t4 		daddiji went home yesterday . 
_t4 		what did daddiji say ? 
_t4 		she said little girls ? 
_t4 		you are stomping ! 
_t4 		you're kicking on the bed .
_t4 		should we go cook get you some breakfast ? 
_t4 		they went to Boston . 
_t4 		yoga ? 
_t4 		did I say something about yoga ?
_t4 		oh , I said , I said to the motorcycle man (.) Naima loves motorcycles .
_t4 		and the motorcycle man said   (.) that's very young .
_t4 		actually what he said was (.) she must like the shiny colors but I knew better and I said +...
_t4 		yoga ? 
_t4 		was I talking about yoga (.) yesterday I don't remember . 
_t4 		yoga ! 
_t4 		is that a funny word ? 
_t4 		yogurt ? 
_t4 		yoga ! 
_t4 		maybe daddiji was talking about yoga , maybe I was talking about yoga . 
_t4 		maybe Naima's , what ?
_t4 		yoga's [: yoga is] something different , yes: . 
_t4 		please don't fall off the bed . 
_t4 		let's put (.) a shirt on and go and have breakfast . 
_t4 		no breakfast ?
_t4 		you're going to fall down ? 
_t4 		na:h ! 
_t4 		you can get down .
_t4 		you know how to get off the bed carefully I know you do . 
_t4 		yes ! 
_t4 		I think Daddy's coming . 
_t4 		Daddy's car ? 
_t4 		what , what color is Daddy's car ?
_t4 		is it really ?
_t4 		red ? 
_t4 		his hair is wet ? 
_t4 		Naima's [: Naima is] gonna take a shower ? 
_t4 		hi Daddy ! 
_t4 		hello . 
_t4 		are you taping ? 
_t4 		mmmm+hmmm .
_t4 		I can take it off , I'll turn it off . 
_t4 		you have enough ? 
_t4 		no , but that's all+right .
_t4 		it's all+right , you don't have_to stop it . 
_t4 		yes , she's telling you that I dropped the man .
_t4 		xxx .
_t4 		I'm gonna stop it .
