_t4 		hurt your toe ? 
_t4 		wiggly wiggly wiggly you were going back and forth from one to the other . 
_t4 		wiggly wiggly wiggly wiggly . 
_t4 		they had , things to climb on . 
_t4 		there were other children there there were swings . 
_t4 		well , the lack of croissant on Sunday morning is an argument for moving to the city .
_t4 		a city . 
_t4 		uh , slides . 
_t4 		Portland .
_t4 		it's on the train line .
_t4 		xxx said it takes a long time (be)cause it stops everywhere .
_t4 		yeah it's a slow train at this time of year .
_t4 		do you remember anything else at that play+ground ?
_t4 		do you want almond butter on your toast ?
_t4 		dya [: do you] want regular butter on you toast , cow , cow butter ?
_t4 		this , hair situation is bugging me .
_t4 		you know what , I'm gonna put your hair up in a bun , because +...
_t4 		just like  , you lucky girl !
_t4 		because , your hair is getting , food in it , and , not that +... 
_t4 		you lucky girl you're gonna have your hair in a bun .
_t4 		if your hair gets food in it it will get snarls .
_t4 		just like  , we'll have_to show  your bun sometime .
_t4 		yeah .
_t4 		I have_to go +...
_t4 		xxx .
_t4 		and , we could even put some chopsticks in it , someday . 
_t4 		oops . 
_t4 		I , dropped the hair .
_t4 		all+right , what would you like on your toast Naima boo ? 
_t4 		cow cow , you want some cow butter .
_t4 		this is cow butter . 
_t4 		she's just getting cow butter out for you , boo+boo .
_t4 		you don't want ?
_t4 		Mommy will do it by herself ?
_t4 		I guess she will do it by herself , nobody is helping her . 
_t4 		trying to make the toast for you . 
_t4 		I'm melting the butter onto the toast .
_t4 		butter_a toast , butter_a toast ? 
_t4 		butter toast .
_t4 		butter_a toast . 
_t4 		butter toast .
_t4 		boy , I remember that time I was sick and I was eating like , massive quantities of tea n' [: and] buttered toast and nothing else .
_t4 		where , in  ?
_t4 		yes ! 
_t4 		I remember that almost more than , being sick . 
_t4 		
_t4 		well , if I made something here it would be +...
_t4 		why is that flashing ? 
_t4 		oh the tape's almost over , how could that be ? 
_t4 		hmmm . 
_t4 		dya [: do you] running it at a fast speed ?
_t4 		oh ! 
_t4 		what does that mean , even ? 
_t4 		mmmm a couple of speed settings .
_t4 		I didn't know that . 
_t4 		I think . 
_t4 		but wait , how could +..?
_t4 		I mean +...
_t4 		but , unless , it was changed it should be on the default . 
_t4 		well +...
_t4 		the higher speed I think gives you , greater fidelity , allegedly , I never really looked into it . 
_t4 		I should read the manual , I suppose . 
_t4 		well , we could have a whole hour on it I spose [: suppose] . 
_t4 		are you eating your toast ?
_t4 		dya [: do you] want jam on it ? 
_t4 		what jam do you want on it boo+boo ? 
_t4 		there's , I think there's either strawberry or apricot .
_t4 		think that's in the door . 
_t4 		strawberry jam for Naima , coming right up . 
_t4 		I'll take this ,  . 
_t4 		I'm putting strawberry jam on , for you . 
_t4 		it's sticky . 
_t4 		okay I'll put it on that one . 
_t4 		there , that has a lot of strawberry jam . 
_t4 		that's sticky too ! 
_t4 		I guess I don't feel like cooking (be)cause the , amount of dishes that ends up getting generated is just +... 
_t4 		it's like three meals a day for , four people is , like constant cooking and cleaning up . 
_t4 		she's putting her own spoon in that jar so we have_to +... 
_t4 		and your elbows are over toast . 
_t4 		you could use the knife to try to get out the jam .
_t4 		don't you use the knife ?
_t4 		hold onto the jar with one hand and then put the knife in .
_t4 		put the knife in , and scoop it out . 
_t4 		that's not how we eat jam , we eat jam on toast . 
_t4 		where did you get these +..? 
_t4 		are you rolling ? 
_t4 		yup [: yes] . 
_t4 		is it rolling Bob ? 
_t4 		it's rolling Bob . 
_t4 		to be alone with you +... 
_t4 		Daddy's going to Noble's . 
_t4 		at the close of the day , at the end of the day . 
_t4 		mmmm , my , car windows are , gonna need to be rolled down .
_t4 		now won't you tell me the truth ?
_t4 		yeah ?
_t4 		for this episode , in the back .
_t4 		yeah and the garage door needs to be closed .
_t4 		yes , and I will be back . 
_t4 		very very shortly . 
_t4 		that's a lot of bubbles Miss Boo . 
_t4 		I will be back before you need , a towell and a diaper and all that .
_t4 		oh , good . 
_t4 		I mean I'm just gonna be do that  . 
_t4 		that's extra work for Mommy and Daddy , when they wanna , clean up . 
_t4 		there sure are ! 
_t4 		you petting them out or patting them or , slapping them ? 
_t4 		clapping em [: them] ? 
_t4 		Daddy's a bubble factory . 
_t4 		they are all lined up . 
_t4 		what are they doing ?
_t4 		that's what +...
_t4 		where are my duckies are those his duckies ?
_t4 		oh !
_t4 		oh those are his friends ,  .
_t4 		more bubbles , coming right up . 
_t4 		yeah what are you trying to do with the water ? 
_t4 		oh .
_t4 		oh you want the duckies to take a bath ?
_t4 		okay . 
_t4 		she wants soap in her mouth ?
_t4 		oh my gosh !
_t4 		okay , here's the soap .
_t4 		get a little piece . 
_t4 		okay . 
_t4 		you want some more ? 
_t4 		okay .
_t4 		and one second , as soon as +...
_t4 		okay .
_t4 		okay .
_t4 		for you .
_t4 		yes , Daddy's , got   scrub+a+dub+dub Naima . 
_t4 		oh you want a tiny little bit of soap okay . 
_t4 		tiny little bit of soap  , tiny +//.
_t4 		there it is , there it is , get it , quick ! 
_t4 		there ! 
_t4 		scrub +...
_t4 		okay , tiny little bit . 
_t4 		tiny little bit .
_t4 		there , okay . 
_t4 		and Daddy's gonna scrub+a+dub+dub Naima's chest . 
_t4 		hey you know what , I'm gonna scrub+a+dub+dub your ears I told you we were gonna scrub+a+dub+dub your ears . 
_t4 		and your cheeks . 
_t4 		and Mommy , wanted you to have a scrub+a+dub+dub for your nose . 
_t4 		(be)cause you always get food , up in your +//. 
_t4 		uh+oh .
_t4 		more ? 
_t4 		okay , duckie , there you go !
_t4 		have some soap .
_t4 		mmmm , that duckie's [: duckie is] getting plenty of soap .
_t4 		did you scrub+a+dub the duck ? 
_t4 		did you scrub+a+dub the duck ? 
_t4 		you can scrub+a+dub yourself you know . 
_t4 		there's the soap , you can scrub+a+dub yourself ! 
_t4 		good job , Naima .
_t4 		she has a towell here .
_t4 		yup [: yes] get some on your belly .
_t4 		that's good . 
_t4 		here's , her towell lotion .
_t4 		okay , get that guy . 
_t4 		Daddy's gonna get your bottom while you're up , Daddy's getting your bottom while you're up .
_t4 		okay , get some for the guy . 
_t4 		there it is . 
_t4 		okay . 
_t4 		maybe Daddy's gonna get some for you . 
_t4 		thighs ! 
_t4 		feet .
_t4 		okay . 
_t4 		okay .
_t4 		yeah , just like Naima's [: Naima is] all soapy now . 
_t4 		Naima's [: Naima is] a soapy baby now . 
_t4 		oops I mean toddler . 
_t4 		(be)cause I said baby .
_t4 		but you're a toddler .
_t4 		are you a baby still ?
_t4 		really , are you a +..?
_t4 		you're what ? 
_t4 		are you a little baby ?
_t4 		she wants some on her bottom ? 
_t4 		well okay , let's get a little soap for her bottom .
_t4 		you're all+right sweetie , you're all+right doll . 
_t4 		oh . 
_t4 		can I get you some , can I get you some bubbles Naima ?
_t4 		okay .
_t4 		she slipped .
_t4 		oh . 
_t4 		she , hit her head on the tub , but not very hard .
_t4 		oh . 
_t4 		here's some bubbles Boo . 
_t4 		yeah . 
_t4 		and then let's rinse you off . 
_t4 		more bubbles ?
_t4 		you're a slippery baby , I mean toddler .
_t4 		you're a slippery baby .
_t4 		okay , my Boo , here we go . 
_t4 		you're a toddler ?
_t4 		gotta get your soap off Boo . 
_t4 		you want what ? 
_t4 		watering can , okay .
_t4 		okay , faucet just , turn the water , for the rinse . 
_t4 		that's a pretty clean , amount of water isn't it ? 
_t4 		get the soap off the duckies , and get the soap off the guy .
_t4 		and then , we'll be ready , to get out . 
_t4 		yes .
_t4 		you need to change her diaper ?
_t4 		you have a diaper on ?
_t4 		I don't see a diaper on .
_t4 		I've never had you , given you a bath with a diaper on Naima .
_t4 		where's the diaper ? 
_t4 		is it a pretend diaper ? 
_t4 		is it a pretend diaper boo+boo ? 
_t4 		it's a real one ?
_t4 		oh my gosh . 
_t4 		can't see it . 
_t4 		if it's real , it's an invisible . 
_t4 		sure is .
_t4 		oh that's a very nice swimming pool .
_t4 		it's a swimming class ,  that's nice .
_t4 		who's the teacher ?
_t4 		the guy is the teacher .
_t4 		wow .
_t4 		all+right . 
_t4 		very good , Mister Guy . 
_t4 		it's Mister Guy .
_t4 		the swimming class teacher .
_t4 		is it ?
_t4 		well , don't stick your finger under there then .
_t4 		why are you doing it ? 
_t4 		that's the dripping water the faucet's [: faucet is] leaking a little . 
_t4 		oh it's warm , it's not hot , okay .
_t4 		well then you can put your hands under there . 
_t4 		is it warm or is it hot ?
_t4 		it is hot , okay .
_t4 		has to be pretty uneven .
_t4 		what did you say there was in the water ? 
_t4 		ah .
_t4 		oh .
_t4 		all+right , let's get rid of that , dirty water .
_t4 		let's get rid of that dirty water !
_t4 		what is the dirty water ?
_t4 		that water's the dirty water .
_t4 		it's not very dirty actually because that was the rinse water so , you are a very clean , baby . 
_t4 		toddler . 
_t4 		baby , toddler . 
_t4 		toddler baby . 
_t4 		are you a baby ?
_t4 		goodbye +...
_t4 		goodbye guy .
_t4 		goodbye guy . 
_t4 		it's time to say goodbye . 
_t4 		it is a scrape . 
_t4 		why is it a scrape ?
_t4 		well it is just is a scrape . 
_t4 		do you mean why did it happen ? 
_t4 		I wasn't , I don't know I wasn't here .
_t4 		Momma was here ?
_t4 		we could guess , but we won't know for sure .
_t4 		she wants her rake and her , lawnmower ?
_t4 		is she gonna work in the yard ? 
_t4 		look what Daddy has . 
_t4 		x x x x x .
_t4 		be careful Naima it is slippery don't , play around I don't want you to fall and hit yourself again . 
_t4 		be careful . 
_t4 		let's get out . 
_t4 		yeah .
_t4 		I don't know the words it's too new a song Naima .
_t4 		you know the words better than I do . 
_t4 		Miss Naima's [: Naima is] getting dry ,  , she's running away ! 
_t4 		oh+my+goodness she's running away .
_t4 		who's screaming ?
_t4 		still recording on this one ?
_t4 		uh , yeah but I can stop .
_t4 		(be)cause mosquitos bite people , that's why .
_t4 		so the , so that they don't bite any of us . 
_t4 		let's put the diaper on now .
_t4 		where'd that diaper go ?
_t4 		here it is .
_t4 		no it doesn't , it doesn't have any pee or poop .
_t4 		have a seat .
_t4 		have a seat .
_t4 		do you need to poop ?
_t4 		well then +...
_t4 		I think that's a yawning girl .
_t4 		hi pumpkin . 
_t4 		you need to nurse ?
_t4 		need to nurse .
_t4 		how bout [: about] pajamas ?
_t4 		you can also nurse .
_t4 		just with the cat in the hat ? 
_t4 		okay .
_t4 		you gonna go over there and read it ? 
_t4 		hmmm I'll come over there and look at it in a second .
_t4 		xxx in the street ? 
_t4 		oh is he building something ? 
_t4 		is he fixing the street ?
_t4 		ah . 
_t4 		oh , it's not open people can't come buy clothes ? 
_t4 		let's see what else is there ? 
_t4 		is there a sign on it ?
_t4 		no I +//.
_t4 		well , let's see . 
_t4 		oh . 
_t4 		somebody's standing in the doorway .
_t4 		of the clothing store . 
_t4 		it's closed , yeah , it might be closed . 
_t4 		what about the barber is the barbershop closed ? 
_t4 		that baby cat , in the stroller ? 
_t4 		oh .
_t4 		oh yeah , that's a daddy cat .
_t4 		he's standing in the doorway of the clothing +... 
_t4 		store .
_t4 		oh in the drugstore at the soda+fountain ? 
_t4 		oh !
_t4 		I see some other kinds of stores here too I see a store that sells books . 
_t4 		can you read that ? 
_t4 		it does .
_t4 		yeah .
_t4 		s . 
_t4 		spells +... 
_t4 		it spells , drugs .
_t4 		that's a drugstore .
_t4 		xxx you're right that pig is , drilling in the street (be)cause he's fixing the street . 
_t4 		this is a street in a busy town . 
_t4 		my what a busy town , Mommy Daddy Huckle and Sally cat live in busy+town . 
_t4 		you .
_t4 		the fire will come back another night ? 
_t4 		into the fireplace you mean ? 
_t4 		that's the family's living room I think you're right . 
_t4 		what do you think they do in their kitchen ?
_t4 		they make cookies in their kitchen ?
_t4 		and wash their hands .
_t4 		what other things do you think they do in the kitchen ? 
_t4 		they use powder .
_t4 		you mean baking +..?
_t4 		he's yawning up in his bed .
_t4 		when you say , powder do you mean baking powder ?
_t4 		oh I thought so .
_t4 		baking powder they use that when they make cookies .
_t4 		what else do you think they put in the cookies ?
_t4 		sugar .
_t4 		anything else ? 
_t4 		baking soda .
_t4 		anything else ? 
_t4 		what else goes into cookies ? 
_t4 		what kind of cookies do you think they're making ? 
_t4 		oh elephant cookies .
_t4 		they put food coloring . 
_t4 		mmmm+hmmm . 
_t4 		green elephant cookies ?
_t4 		oh boy ! 
_t4 		they put green +...
_t4 		oh .
_t4 		so you said they put sugar , baking powder baking soda , green food+coloring , anything else go in the cookies ?
_t4 		green ?
_t4 		do they use any eggs do you think ?
_t4 		what about flour ? 
_t4 		what about , butter ? 
_t4 		and vanilla maybe ?
_t4 		and then what do they do they put all those things in the bowl and what do they do with it ? 
_t4 		they whisk it , mmmm+hmmm .
_t4 		does it take a long time or , do they take a short time , to make cookies ? 
_t4 		a woman cardinal ? 
_t4 		you're right !
_t4 		that's a female cardinal . 
_t4 		it's eating some seeds !
_t4 		well I think it's , it might still be in , in the birdfeeder there . 
_t4 		I don't have my glasses on so I can't see it too well . 
_t4 		oh , I think everyone's waking up in the morning , in this picture . 
_t4 		dya [: do you] think it might be snarly ?
_t4 		yeah . 
_t4 		I think it's big enough for Sally . 
_t4 		oh . 
_t4 		what do you use a toilet for ? 
_t4 		for flushing , uh+huh . 
_t4 		do you like to do that ? 
_t4 		it has a flusher ? 
_t4 		yeah . 
_t4 		mmmm+hmmm !
_t4 		what do you think the cat family is going to use the grater for ? 
_t4 		grating salty cheese and carrots . 
_t4 		big carrots and make little pieces out of them with the grater ?
_t4 		what's a grater sound like ? 
_t4 		you don't wanna make that sound ? 
_t4 		oh this is the page about housework .
_t4 		do we , do housework at our house ? 
_t4 		we don't do any housework ? 
_t4 		xxx vacuums for us , she often vacuums for us that's true .
_t4 		but we , we do , housework also at our house .
_t4 		yeah she's dusting a lamp .
_t4 		Daddy cat is vacuuming .
_t4 		oh dear what's he slipping on ? 
_t4 		mmmm+hmmm . 
_t4 		oh it's leaking water and soap ? 
_t4 		that's why he's slipping . 
_t4 		looks like , mommy cat is saying something . 
_t4 		yeah . 
_t4 		and Sally too . 
_t4 		Sally's saying it's not time to sleep it's time to clean ?
_t4 		it's cleaning time !
_t4 		that's good he's a very helpful worm . 
_t4 		he knows how to do a lot of things . 
_t4 		he's , sitting in the , umbrella stand . 
_t4 		that's where umbrellas are kept in an umbrella stand . 
_t4 		Sally will use the green one ? 
_t4 		oh , take a turn with the green one .
_t4 		you sound like you have a cold .
_t4 		are you sick ? 
_t4 		is your nose stuffed up ? 
_t4 		Loley Worm looks like he's carrying , a teapot a cup a saucer a mug and two more tea+cups .
_t4 		how can he carry all those things ? 
_t4 		and a plate . 
_t4 		I think you're right . 
_t4 		and he's wearing an apron too . 
_t4 		so he doesn't get his clothes wet from the water that he's using to wash the dishes .
_t4 		what dya [: do you] think he gonna make ? 
_t4 		is he gonna make pasta for Sally and Huckle ? 
_t4 		what kind of pasta ? 
_t4 		orzo ?
_t4 		yum ! 
_t4 		they are so lucky . 
_t4 		he's going to pour orzo ? 
_t4 		he's a big worm .
_t4 		aha . 
_t4 		a big sink ?
_t4 		take a bath in the washing machine ?
_t4 		so he doesn't get it wet ? 
_t4 		yeah nobody wears a hat when they're taking a bath . 
_t4 		in that pail ? 
_t4 		pail of water , because , I think , lemme [: let me] see . 
_t4 		there's a scrub+brush there I think that Huckle and Sally are going to scrub the floor , clean , after they finish sweeping up the dust .
_t4 		and the dirt .
_t4 		that's about different sizes . 
_t4 		this is the school this is the classroom . 
_t4 		Janitor Joe .
_t4 		what's +..?
_t4 		somebody left the beads there . 
_t4 		oh you're right , she's letting them slip off the string , and fall onto the floor , and so he's tripping on em [: them] . 
_t4 		dya [: do you] think he's gonna paint something when he's done slipping ? 
_t4 		Naima I think it's time to put on your ,  pajamas . 
_t4 		one more page and then pajamas . 
_t4 		you can read this . 
_t4 		and that +...
_t4 		this is about sizes and shapes .
_t4 		yeah that's a wide book . 
_t4 		that's a narrow book right .
_t4 		what else do you see in this picture ? 
_t4 		I think she's talking to bug . 
_t4 		bug is little Miss Honey is big . 
_t4 		she's talking to bug he's standing on her desk . 
_t4 		mmmm+hmmm . 
_t4 		that pig is making a paper hat , that's a triangle shaped , hat . 
_t4 		mmmm+hmmm .
_t4 		mmmm+hmmm .
_t4 		the ice+cream cone is cone shaped , the cone part is cone shape .
_t4 		dya [: do you] wanna use your potty ? 
_t4 		you could sit on your potty .
_t4 		that giraffe is reading a book .
_t4 		or , and +...
_t4 		it's a book about Big Hilda ?
_t4 		oh ! 
_t4 		what's the name of the book do you think ? 
_t4 		it's called fooba wooba John ?
_t4 		it's not called saw meow ? 
_t4 		xxx . 
_t4 		yes , I am too .
_t4 		would you like to get it out of the diaper and flush it down the toilet ? 
_t4 		well , what else are we gonna do with it ? 
_t4 		I think that's what we're gonna do . 
_t4 		well , yeah . 
_t4 		well I'll go change you in the in the changing table then . 
_t4 		on the toilet ? 
_t4 		okay let's put it in the toilet . 
_t4 		flush the poop down the toilet ?
_t4 		well , I guess we'll find out .
_t4 		all+right . 
_t4 		I need ya [: you] to lie down here so we could , get that poop out of that , diaper . 
_t4 		and then what are we gonna read tonight , for a story ? 
_t4 		that's not a story .
_t4 		poop is a story ?
_t4 		we do have a book called everybody poops .
_t4 		poop is a story ?
_t4 		I think we're going to need to go into your room to get some wipes , because I can't get all the poop off with just the plain toilet+paper . 
_t4 		why the is macaque unhappy ? 
_t4 		why is he crying ?
_t4 		oh , poor macaque .
_t4 		okay you should take care of her . 
_t4 		I bet you could make her feel better .
_t4 		she's unhappy about the what ? 
_t4 		who +..?
_t4 		fooba wooba John is a little girl and Naima said I should look in the phone+book to find out .
_t4 		oh , my gosh really ?
_t4 		yeah .
_t4 		oh okay , you could do that . 
_t4 		what else begins with C ? 
_t4 		coconut and +..? 
_t4 		ah . 
_t4 		f stands for fooba wooba John .
_t4 		g stands for girl .
_t4 		fooba begins with f , wooba begins with w and girl begins with g . 
_t4 		we getting , kinda [: kind of] sleepy ? 
_t4 		how bout [: about] if we read cat in the hat now ?
_t4 		okay .
_t4 		hey John , Pope John .
_t4 		pope , pope .
_t4 		that's what the song says , pope . 
_t4 		hey John poke John ?
_t4 		hey John , poke John . 
_t4 		fooba , wooba John . 
_t4 		poke the girl ?
_t4 		Naima told me she was scared of thunder . 
_t4 		Daddy loves thunder . 
_t4 		it's thunder .
_t4 		it means it's , going to rain . 
_t4 		Daddy loves thunder . 
_t4 		it's thunder it's in the clouds in the sky . 
_t4 		mmmm+hmmm .
_t4 		yeah it's outside . 
_t4 		I had a very , amazing conversation this morning about what , the world is .
_t4 		hmmm , I wondered about +...
_t4 		we talked about it .
_t4 		we actually we talked about it the other day , and then Naima brought it up this morning .
_t4 		what's the where where is the world , Naima ? 
_t4 		the world's at the play+ground .
_t4 		mmmm .
_t4 		everywhere ?
_t4 		this whole big place , I was saying that all the towns , that we know about are all in the world .
_t4 		like  ? 
_t4 		and what other towns do we know about ?
_t4 		yes .
_t4 		xxx . 
_t4 		Cambridge .
_t4 		what other towns and cities do you know ?
_t4 		New York City . 
_t4 		mmmm .
_t4 		and then , India , is another place in the world .
_t4 		and Florida .
_t4 		and Alaska . 
_t4 		yeah , all of those places are in the world . 
_t4 		eagles are at Alaska ?
_t4 		yeah .
_t4 		yeah . 
_t4 		yeah .
_t4 		they fly and they hatch out of eggs . 
_t4 		they build nests , to live in .
_t4 		did you know eagles are related to dinosaurs , Naima ? 
_t4 		related ,  .
_t4 		yeah .
_t4 		oh I hear that rain now .
_t4 		it's raining . 
_t4 		can you hear that way ? 
_t4 		it sounds like water . 
_t4 		it's raining outside . 
_t4 		that's a very scarry bear +//.
_t4 		oh , I just saw some lightning .
_t4 		oh , there was lightning .
_t4 		that means it's gonna thunder in a second . 
_t4 		xxx .
_t4 		yeah . 
_t4 		maybe we should stop recording now . 
_t4 		mmmm it's probably time to get ready for bed . 
_t4 		and , we might need to nurse again if it thunders +...
_t4 		did you brush your teeth Naima ? 
_t4 		we did .
_t4 		you're scared ?
_t4 		&aw , I'll give you a big hug and that will make it better okay I'm turning this off . 
_t4 		fooba wooba John . 
_t4 		fooba wooba grizzly+bear . 
_t4 		oh , I'm sorry . 
_t4 		you wanna sing it for me ?
_t4 		you want me to put it on the , the , the cd player ?
_t4 		oh .
_t4 		oh well , today is June , first and all the other taping was done , on May thirty+first . 
_t4 		up to , now . 
_t4 		why don't we do the sticker+book together ? 
_t4 		you don't wanna do the sticker+book ?
_t4 		let's find where x goes .
_t4 		wanna take it out , and we'll find the page where it goes . 
_t4 		we're doing the sticker+book . 
_t4 		let's see +... 
_t4 		come on over here . 
_t4 		x . 
_t4 		hmmm , I think I see an x . 
_t4 		the place where the x goes .
_t4 		a xylophone ?
_t4 		what's next to the picture of the xylophone ? 
_t4 		mallets .
_t4 		and , what does w stand for ? 
_t4 		wolf and +..? 
_t4 		and ? 
_t4 		wheelbarrow watering can wolf . 
_t4 		where is that wolf , by the way ? 
_t4 		let's find the wolf .
_t4 		there's a wolf I saw one !
_t4 		w , o , l f . 
_t4 		do you wanna put it where it goes ?
_t4 		oh okay .
_t4 		spiders ! 
_t4 		the seagull . 
_t4 		you wanna take the seagull out ?
_t4 		oh .
_t4 		hmmm , can you see what letter flag begins with ?
_t4 		right , f .
_t4 		I see the letter F .
_t4 		look on the page for the letter f . 
_t4 		yup [: yes] . 
_t4 		mmmm+hmmm . 
_t4 		what , what else begins with the letter F ?
_t4 		yes .
_t4 		is there a picture of a fish somewhere ?
_t4 		there it is , it's a red fish .
_t4 		here ya [: you] go . 
_t4 		you wanna put it where it goes ? 
_t4 		you could put it somewhere else . 
_t4 		it does go there . 
_t4 		there's the fish .
_t4 		that's okay , you know what , it's all+right it doesn't have_to go exactly where the outline is . 
_t4 		you want me to do it ?
_t4 		it's just not important that it be right , exactly there you don't have_to worry about it . 
_t4 		fish . 
_t4 		what other words begin with f ? 
_t4 		fff fff fff . 
_t4 		fish ?
_t4 		what else ?
_t4 		fff fff fff fff fff . 
_t4 		friend ? 
_t4 		five , fat . 
_t4 		what ? 
_t4 		chive ?
_t4 		c , chives begins with letter c . 
_t4 		you know what chives are ? 
_t4 		bushes ? 
_t4 		mmmm+hmmm it's an herb . 
_t4 		yeah . 
_t4 		and , what else begins with , c ?
_t4 		chives , cat , circle . 
_t4 		carrot . 
_t4 		okay . 
_t4 		I thought you saw the grapes the other day , yesterday . 
_t4 		the I see em [: them] , the purple grapes .
_t4 		what's what ? 
_t4 		oh that's an iron . 
_t4 		iron , I , I begins , I stands for iron , letter I . 
_t4 		iron is a tool that we use to make clothes look nice . 
_t4 		I think it could must go near the letter I , don't you think ? 
_t4 		well that's J . 
_t4 		this is where letter I is . 
_t4 		you need to look at the shape , and figure out , which way does it match . 
_t4 		all+right .
_t4 		yes . 
_t4 		where's the jelly ? 
_t4 		where does the jelly sticker go first of all ? 
_t4 		you're right . 
_t4 		how do you know did you read that ? 
_t4 		did you read that word ? 
_t4 		okay let's find the jelly . 
_t4 		oh jelly +//.
_t4 		oh ! 
_t4 		that's the jelly right there . 
_t4 		ya [: you] gonna put the jelly , where it goes ? 
_t4 		looks like raspberry jelly . 
_t4 		mmmm , raspberry jelly . 
_t4 		what else begins with j , jelly , juice , and +..? 
_t4 		well pants begins with the letter p , but jeans , begins with the letter j . 
_t4 		jeans . 
_t4 		what what else starts with the letter j ?
_t4 		Jack and Jill . 
_t4 		and jump . 
_t4 		and , juggle , and juggler . 
_t4 		and ,  . 
_t4 		j . 
_t4 		just . 
_t4 		yes jew . 
_t4 		just .
_t4 		jog .
_t4 		joke .
_t4 		jump+rope ?
_t4 		jail .
_t4 		Gima ? 
_t4 		fooba wooba John is a girl ?
_t4 		John , begins with the letter j too . 
_t4 		John . 
_t4 		Naima would you like to draw with crayons ?
_t4 		do you wanna listen to , music ? 
_t4 		do you wanna go down and see Daddy in his basement office ?
_t4 		hi . 
_t4 		you think he does ?
_t4 		he might . 
_t4 		let's go ask him , if he wants to come upstairs .
_t4 		he doesn't wanna ? 
_t4 		he might wanna . 
_t4 		he's a what ?
_t4 		he's a looking+daddy ?
_t4 		oh . 
_t4 		I see .
_t4 		xxx and  , vacation house . 
_t4 		that's what it was . 
_t4 		that's a place we visited it was the vacation+house that  and  were staying at and Frankie .
_t4 		and that was in a different town called Provincetown .
_t4 		it was like a city , except it was really a town , Provincetown . 
_t4 		that's where they were having their vacation , in Provincetown . 
_t4 		did you see a bird ? 
_t4 		no there's still some seeds there . 
_t4 		I think there are seeds are all gone in the big feeder in this little feeder right here , there's some seeds , I can see them . 
_t4 		okay , I think we've gotta get ready to go .
_t4 		if we're gonna go to town+hall we may be too late already . 
_t4 		yeah , well , I hope we're gonna go to both , I just forgot that there's something happening at town hall today .
_t4 		okay . 
_t4 		yeah . 
_t4 		you could say I was using a trowel in the garden . 
_t4 		yeah .
_t4 		you've been saying I more to mean Naima . 
_t4 		this week . 
_t4 		you or I ? 
_t4 		what other kinds of plants are you watering in the garden ? 
_t4 		mmmm vegetables , what kind of vegetables ? 
_t4 		that water is coming out fast . 
_t4 		who said you've gotta get better fast ? 
_t4 		he wants to get better fast so he can go to the circus . 
_t4 		right , he doesn't wanna miss the circus . 
_t4 		(be)cause the circus is a fun thing to see . 
_t4 		who is ? 
_t4 		Grandma Thora is whose friend ? 
_t4 		she's whose friend ? 
_t4 		she's his Grandma . 
_t4 		yeah .
_t4 		Grandma Thora .
_t4 		she's also d+w's Grandma , that's right . 
_t4 		a plant is growing on your toe . 
_t4 		great . 
_t4 		a seedling is growing on your leg . 
_t4 		or kale seedling ? 
_t4 		oh , what's growing on your chest there ? 
_t4 		beets are growing on your chest ? 
_t4 		mmmm , that looks like it feels good . 
_t4 		oh .
_t4 		I caught that . 
_t4 		oh is she taking a shower ? 
_t4 		the watering+can shower ? 
_t4 		what am I doing ? 
_t4 		in a cup ? 
_t4 		she has a red dress . 
_t4 		are you thinking about that song about the red dress ? 
_t4 		how does that go ? 
_t4 		Sally , Sally get your red dress , red dress , red dress . 
_t4 		something like that ? 
_t4 		Sally get your red dress . 
_t4 		all day long . 
_t4 		where'd you get your butter from , butter from , butter from ? 
_t4 		where'd you get your butter from all day long ? 
_t4 		got it from the +...
_t4 		she planted something . 
_t4 		did she use a trowel ? 
_t4 		what tools did she use ? 
_t4 		uh huh . 
_t4 		is she gonna plant her lemon+balm ? 
_t4 		is she gonna make a tee+pee for her tomatoes ? 
_t4 		that's in the song too . 
_t4 		where'd you get your shoes from , shoes from , shoes from ? 
_t4 		got (th)em from the grocery , grocery , grocery . 
_t4 		got (th)em from the grocery all day long . 
_t4 		Sally wore a red dress , red dress , red dress . 
_t4 		oh that's a good line . 
_t4 		Sally was a red bird . 
_t4 		Sally was a red bird , red bird , red bird . 
_t4 		we can make up lots_of words to that song . 
_t4 		what else ? 
_t4 		Naima took her bath today , bath today , bath today . 
_t4 		Naima took her bath today all night long . 
_t4 		Liza .
_t4 		oh , you're dunking her . 
_t4 		Oh , I'm glad you're having a nice time . 
_t4 		a nice soothing bath ? 
_t4 		what do you think ? 
_t4 		want me to blow bubbles , okay . 
_t4 		lemme [: let me] see if there is some left . 
_t4 		I don't know if there are some , but I'll look . 
_t4 		yeah ?
_t4 		lemme [: let me] check . 
_t4 		any bubbles in here ?
_t4 		whoops , not that one . 
_t4 		there's one , there's one .
_t4 		and it's coming right to ya [: you] . 
_t4 		(be)cause this +...
_t4 		bubble solution has been watered down . 
_t4 		this is really bubble+bath and it's gotten some water in the jar , so . 
_t4 		we may not blow very many bubbles . 
_t4 		(be)cause it's been watered down . 
_t4 		there's one . 
_t4 		oh it went behind you . 
_t4 		it was running away from you . 
_t4 		it didn't wanna be caught , yeah . 
_t4 		it caught you . 
_t4 		I don't remember what happened to make me say that . 
_t4 		that bubble caught you again .
_t4 		yes .
_t4 		the bubbles have been watered down . 
_t4 		that means some water has gotten into the bottle . 
_t4 		looks like Daddy maybe put some water in there . 
