_t4 		oh there's that siren noise . 
_t4 		and I'll carry the sock you took off and I'll carry the legos . 
_t4 		why don't you bring your friends ? 
_t4 		hey what's Liza doing there ?
_t4 		what is Liza doing there ? 
_t4 		she's on the slide . 
_t4 		what's she doing on the slide ? 
_t4 		Liza what're you doing on the slide ? 
_t4 		what would you like me to read to you ?
_t4 		okay . 
_t4 		you gonna read the baby book . 
_t4 		good idea . 
_t4 		let me just throw this away . 
_t4 		and blow my nose . 
_t4 		and gonna read the baby book to you . 
_t4 		which baby baby bad what's the story ? 
_t4 		what's that story ? 
_t4 		what's the what's Kim doing in that picture ? 
_t4 		oh she's carefully cutting the cookies of cookie cutter . 
_t4 		let's look at that . 
_t4 		let see .
_t4 		have a seat have a seat .
_t4 		Kim carefully cuts out heart shapes with a special cookie cutter . 
_t4 		that's the cookie cutter right there . 
_t4 		what's Daddy have ? 
_t4 		yes some cookies I think he's going to put them in the oven . 
_t4 		to cook them in the oven . 
_t4 		after the cookies are baked that means cooking something in the oven you bake it Kim puts them in the cookie jar . 
_t4 		which has cherries on it . 
_t4 		what is carrot wearing on her head ? 
_t4 		funny hat . 
_t4 		what a lovely present for ? 
_t4 		yeah . 
_t4 		what's happening in this picture ? 
_t4 		she has a comb on ? 
_t4 		that's a baker's hat that's a baker yeah . 
_t4 		bakers wear special hats they look like that . 
_t4 		yah the bear is wearing the baker's hat . 
_t4 		that bear is pretending to be a baker . 
_t4 		where's the windmill ? 
_t4 		yeah . 
_t4 		it's pink yeah . 
_t4 		the bear's needed . 
_t4 		yep [: yes] . 
_t4 		oh I had a cracker it was brown . 
_t4 		I had a cracker it's . 
_t4 		fell down . 
_t4 		I looked under table and . 
_t4 		next to my . 
_t4 		that's when I saw puppy with a +//. 
_t4 		brown cracker nose . 
_t4 		the puppy is eating the cracker . 
_t4 		the little girl was giving the cracker to the dog ? 
_t4 		I think what happen was she dropped it by accident it fell down while she was eating it . 
_t4 		and the poppy came along and ate it after she dropped it . 
_t4 		hungry poppy . 
_t4 		mmmm what's this what's happening in this picture ? 
_t4 		yeah there're mice here . 
_t4 		xxx lot's of them . 
_t4 		we skipped one here . 
_t4 		and what's the mouse doing here ? 
_t4 		what're they doing ? 
_t4 		yes those mice are carrying a big pineapple . 
_t4 		and what's that mouse doing ? 
_t4 		yeah . 
_t4 		that mouse is carrying a strawberry . 
_t4 		this is the one about the grandma . 
_t4 		I love to look in my picture book there is so much to see I climb up on my grandma's lap so she can do what . 
_t4 		yeah read to me . 
_t4 		I brush brush brush my teeth I brush them left to right I brush them up and down to keep them clean and blue ? 
_t4 		xxx .
_t4 		that's the grandma one again . 
_t4 		let me see if I can put antenna in this hair band . 
_t4 		okay . 
_t4 		brushing teeth ? 
_t4 		okay here's Mommy's antenna what do you think Naima look at Mommy . 
_t4 		antenna so I can be a bee . 
_t4 		might be bee . 
_t4 		you have this bee has a snarl in her hair . 
_t4 		oh we have_to go to the library soon . 
_t4 		yeah we can look for the bear book there which bear would you like to get ? 
_t4 		yeah which bear book ? 
_t4 		what's it called ? 
_t4 		yes the bear family we'll look for that . 
_t4 		I think that's that the last page you got it . 
_t4 		oh this microphone was buried  dear I hope that hasn't been a problem for very long . 
_t4 		let's put on you other sock . 
_t4 		what're you squeezin(g) ? 
_t4 		the book . 
_t4 		I don't think there's koala in that baby book . 
_t4 		is there ? 
_t4 		oh let's look . 
_t4 		let see . 
_t4 		have a seat have a seat . 
_t4 		Daddy says that . 
_t4 		yes the daddies on the bus say have a seat you think there's a koala bear in here  ? 
_t4 		oh that's a panda I think .
_t4 		isn't that a panda ? 
_t4 		Kim has a shopping cart and a purse with a pretending money in it . 
_t4 		she buys Kim ? 
_t4 		Kim's going to buy something . 
_t4 		Kim and carrots are making store . 
_t4 		the Kim and carrots store has toys cookies and fruit for sale . 
_t4 		hmmm what she got there ? 
_t4 		box of cookies . 
_t4 		where's the money you see the money ? 
_t4 		I think that's suppose to be the money . 
_t4 		Mommy visits the store and buys two oranges . 
_t4 		she's buying them from Kim . 
_t4 		Kim is pretending to be the woman behind the counter that we buy things from at the store . 
_t4 		now is Kim's turn to go shopping . 
_t4 		yep [: yes] Kim buys a bear and an apple . 
_t4 		thank you very much carrots . 
_t4 		what kind of a bear did she buy ? 
_t4 		yeah .
_t4 		is there koala in here somewhere else I just wanna look . 
_t4 		there's some mice there's a boy in the rain there's a truck I don't see any koalas  but I see a baby . 
_t4 		what's that ? 
_t4 		remember what that is ? 
_t4 		otter . 
_t4 		baby otter sleeps in water . 
_t4 		yeah . 
_t4 		okay I'm gonna read the whole thing . 
_t4 		you skipped to the end I'm gonna start from the beginning . 
_t4 		baby utter sleeps in water mother sleeps with baby utter side by side they stay mother wraps her baby utter ties the see weed round her daughter so she wouldn't float away . 
_t4 		xxx . 
_t4 		let see what else . 
_t4 		what's happening in this picture ? 
_t4 		eenie meenie minie mo eenie meenie meenie mo . 
_t4 		eenie meenie minie eenie meenie . 
_t4 		count the +//. 
_t4 		count the shoppers as they go . 
_t4 		some have +//. 
_t4 		some have none . 
_t4 		the baby doesn't have a basket . 
_t4 		count the shoppers one by . 
_t4 		yeah . 
_t4 		okay . 
_t4 		there's Kim what's she doing ? 
_t4 		buying a bear . 
_t4 		where's she putting the bear ? 
_t4 		where's she putting the bear in this picture ? 
_t4 		what's that ? 
_t4 		what's that called ? 
_t4 		you ride in that sometimes at the store . 
_t4 		this is a wagon or a cart . 
_t4 		we call it a wagon sometimes and some people call it a cart . 
_t4 		where you put the things you buy at the store . 
_t4 		where's carrots ? 
_t4 		yeah .
_t4 		hi carrots . 
_t4 		carrots is selling the bear to Kim . 
_t4 		I think there are lots_of legos here .
_t4 		you wanna put them away or you wanna build something ? 
_t4 		what're we gonna build ? 
_t4 		okay .
_t4 		xxx Kim keeps quiet and +//. 
_t4 		right still there's a pretty what ? 
_t4 		bird in the +//? 
_t4 		yeah . 
_t4 		the bird pulls a warm from the earth . 
_t4 		what a funny breakfast . 
_t4 		the bird flies to her ? 
_t4 		what ?
_t4 		yes nest . 
_t4 		what's that ? 
_t4 		what's that ? 
_t4 		that's a bird where's the bird going to go ? 
_t4 		is flying away is flying to her nest . 
_t4 		looks like the bird is carrying the worm . 
_t4 		do you know how to tweet ? 
_t4 		tweet tweet tweet . 
_t4 		Kim and carrots build the bird feeder with seeds . 
_t4 		Daddy brings water for the bird bath . 
_t4 		watch out carrots . 
_t4 		watch out carrots . 
_t4 		now all the birds love to visit . 
_t4 		what's she carrying ? 
_t4 		she's carrying dirt uh+huh . 
_t4 		what's the Daddy using ? 
_t4 		the wheelbarrow right . 
_t4 		yeah where's the bird bath ? 
_t4 		yeah .
_t4 		carrots is in the bird bath  no she's going to get wet . 
_t4 		Kim is taking carrots out of the bird bath I think . 
_t4 		yeah birds go in there . 
_t4 		not carrots . 
_t4 		Kim doesn't belong in there .
_t4 		carrots climbed in there ? 
_t4 		yeah carrots went in there but carrots doesn't belong in the bird bath . 
_t4 		yeah . 
_t4 		Kim goes in the bird bath ? 
_t4 		she'll get wet if she goes in the bird bath . 
_t4 		no . 
_t4 		we won't lose them . 
_t4 		we're just putting them aside . 
_t4 		we have_to go in a little bit and we have_to call  on the phone . 
_t4 		and we have .
_t4 		who ? 
_t4 		Mommy called who ? 
_t4 		I'm going to call  . 
_t4 		xxx who lives at the old house . 
_t4 		where remember where she lives at the old house ? 
_t4 		well over the garage not actually in the garage although we saw her in the garage a lot because that's where she put her car . 
_t4 		she lives on top of the garage . 
_t4 		near the roof right . 
_t4 		roof in it  . 
_t4 		are you sitting in the legos house ? 
_t4 		ha   . 
_t4 		oh you wanna make stairs okay . 
_t4 		are we gonna return any books to the library ? 
_t4 		yeah I'll get that little later okay . 
_t4 		that's where chica chica boom boom is I'll get later . 
_t4 		oh yes we were gonna make stairs wouldn't we ? 
_t4 		I think we need more legos to do that properly . 
_t4 		oh lots_of legos right there . 
_t4 		some legos fall down . 
_t4 		oh that's the top to the letter  and there's letter too I see a letter . 
_t4 		how about if we make some really big stairs . 
_t4 		what ? 
_t4 		what's in those ? 
_t4 		what's in what ? 
_t4 		what tend those . 
_t4 		oh return those in the library . 
_t4 		yes we're talking about returning books to the library . 
_t4 		well the baby bugs belong to us . 
_t4 		we didn't get those at the library . 
_t4 		yeah we read those this morning didn't we . 
_t4 		you wanna read them again . 
_t4 		I thought you wanted to build some stairs .
_t4 		what ? 
_t4 		what ? 
_t4 		what belongs to Naima ? 
_t4 		the bee costume ? 
_t4 		oh the letter B you have a letter B in your hand . 
_t4 		you gonna put the top on so you don't lose it . 
_t4 		okay I put it on for you but there's one letter here okay . 
_t4 		makes a good drum too  . 
_t4 		well we'll put Liza on a little later okay . 
_t4 		oops oops oops oops oops . 
_t4 		you stepped on the letters ? 
_t4 		your knee was behind the letters yeah . 
_t4 		okay . 
_t4 		you wanna practice having that accident again . 
_t4 		I thought I would make some really really big stairs here . 
_t4 		oh I just thought of a phone call I really need to make . 
_t4 		xxx   also I have_to call  too . 
_t4 		in fact I have_to call  soon . 
_t4 		I think I will go get the phone out of Mommy and Daddy's room and bring it in here so I can make a couple of phone calls . 
_t4 		you don't like my stairs ? 
_t4 		these are the stairs see . 
_t4 		big stairs big flat stairs . 
_t4 		yeah you're helping me thank you . 
_t4 		yeah big stairs . 
_t4 		Naima's building stairs yeah . 
_t4 		good job . 
_t4 		oops sorry  . 
_t4 		there's another stair . 
_t4 		for your friends  where did we leave where did all those friends go anyway . 
_t4 		where did those friends go ? 
_t4 		I see one where's every body else ? 
_t4 		are they in your room ? 
_t4 		yeah she's gonna climb up there I think . 
_t4 		you look like you have a very runny nose . 
_t4 		Naima let's blow your nose now . 
_t4 		yes . 
_t4 		yes yes yes yes . 
_t4 		yes yes yes yes . 
_t4 		you gonna run away again . 
_t4 		oh+my+goodness . 
_t4 		attack of a tissue attack of a tissue for the baby girl . 
_t4 		miss runny nosed bee . 
_t4 		are you a runny nosed bee ? 
_t4 		yes . 
_t4 		yes yes yes . 
_t4 		wow wow wow wow wow . 
_t4 		alright let see here . 
_t4 		oops okay so much for that . 
_t4 		take it off she says .
_t4 		today is still October thirty+first Halloween and Naima is sorting containers in the kitchen with Mommy . 
_t4 		ya:y . 
_t4 		you have a lot of little boxes and things there don't you . 
_t4 		who sings goodbye ? 
_t4 		little girl sings that on that cd right . 
_t4 		let's put some light on in here . 
_t4 		turning on a light turning on a light . 
_t4 		Mommy is making tea . 
_t4 		what what do you need help with ? 
_t4 		did you need something ? 
_t4 		what do you need me to open ? 
_t4 		oh that door okay . 
_t4 		is that the bag of what's in that  rice cakes . 
_t4 		oh and a little cup . 
_t4 		just for you . 
_t4 		what ? 
_t4 		oh would you like to draw sure . 
_t4 		let's get the crayons . 
_t4 		I will find them for you . 
_t4 		actually what we really need the crayons are there on the table we need to go get the paper for Naima to draw on and bring it in the kitchen . 
_t4 		the big paper +//. 
_t4 		I think the big paper is over here . 
_t4 		mmmm+hmmm big paper . 
_t4 		okay let see here is the paper . 
_t4 		and now we need the crayons +//. 
_t4 		okay . 
_t4 		here is yellow and brown and +//. 
_t4 		oh you have some orange paper there but +//.
_t4 		I find orange crayon here . 
_t4 		how's that ? 
_t4 		it lost it's paper yeah . 
_t4 		it lost it's paper but still you can still use it . 
_t4 		it's still good to draw with . 
_t4 		blue here's blue here's black . 
_t4 		here you go . 
_t4 		how's that ? 
_t4 		are you drawing a letter i ? 
_t4 		yeah I see a black i you made right there . 
_t4 		that's great . 
_t4 		can you make some t's or some l's ? 
_t4 		you wanna see what l looks like ?
_t4 		whoa I like those i's though . 
_t4 		those are big black i's . 
_t4 		well we don't have_to many more here's a red one I guess . 
_t4 		I'm peeling the paper off it here . 
_t4 		you want some of the finger crayons ? 
_t4 		I have those finger crayons here . 
_t4 		here's a pink one .
_t4 		here's a blue one . 
_t4 		look at all the colors you have . 
_t4 		you have lots_of colors now . 
_t4 		well I don't think we have very many more .
_t4 		you want yellow okay .
_t4 		you can get that one okay . 
_t4 		yeah yellow . 
_t4 		oh I'll get the phone . 
_t4 		hello . 
_t4 		hi I'm fine how're you ? 
_t4 		no I don't and I haven't had a chance to check it on  . 
_t4 		hah   okay . 
_t4 		yeah we need some kind of box for them don't we . 
_t4 		this one is probably to small . 
_t4 		now let's find another box for you to use . 
_t4 		ah: like some tupper ware . 
_t4 		okay we need a nice how about if we put them in the bear box . 
_t4 		ah . 
_t4 		no . 
_t4 		what's the matter with that box ?
_t4 		you can dump it . 
_t4 		oh  .
_t4 		armadillos do that ? 
_t4 		armadillos do what ? 
_t4 		gorillas do that . 
_t4 		hey there's a blue crayon on the floor there . 
_t4 		is that yours ? 
_t4 		I think gorillas beat their chests like that .
_t4 		I I really don't think so . 
_t4 		but gorillas know how to do that alright . 
_t4 		armadillos ? 
_t4 		I don't really think they do that I think gorillas do that . 
_t4 		xxx . 
_t4 		armadillos swim cross the river . 
_t4 		armadillos know how to swim . 
_t4 		they do that . 
_t4 		oh okay if you say so . 
_t4 		armadillos do that ?
_t4 		really ? 
_t4 		armadillos beat their fists on their chest like that ? 
_t4 		really ? 
_t4 		I don't think armadillos can even make fists . 
_t4 		gorillas do it . 
_t4 		xxx they do . 
_t4 		yes those crayons are rolling around there . 
_t4 		what're you doing ? 
_t4 		are you having fun ? 
_t4 		what's Naima doing ? 
_t4 		you do armadillos do that ?
_t4 		wow: . 
_t4 		wow: . 
_t4 		armadillos beat their chests with their fists . 
_t4 		wow: . 
_t4 		oh . 
_t4 		you wanna draw some things with crayons . 
_t4 		you want Mommy to draw with you ? 
_t4 		oops  . 
_t4 		draw Liza ? 
_t4 		draw Ashay Ashay . 
_t4 		oh this really is , okay . 
_t4 		let's draw Ashay Ashay . 
_t4 		what letter does it start with ? 
_t4 		okay .
_t4 		what letter  like that what letter does Ashay Ashay starts with ? 
_t4 		do you know ? 
_t4 		Ashay .
_t4 		which way ? 
_t4 		like that . 
_t4 		is hard to make it to make a mark that way . 
_t4 		let's get a clean piece of paper . 
_t4 		you wanna get a new piece of paper . 
_t4 		oh somebody drew on the floor it looks like .
_t4 		I think we should probably get something to clean that up with don't you think . 
_t4 		because we don't we're not suppose to draw on the floor . 
_t4 		crayons yeah exactly .
_t4 		you knew the answer . 
_t4 		let me just get a little bit of soupy water .
_t4 		and we'll clean it right up . 
_t4 		Mommy is gonna erase it .
_t4 		remember we saw the chalk board at the children's museum and we learned about erasing things . 
_t4 		well this is a way of erasing things with soap and water . 
_t4 		like when you drawing .
_t4 		well we're gonna draw something on the paper just right now . 
_t4 		oh . 
_t4 		oh two crayons at once . 
_t4 		two fisted join . 
_t4 		can I use the brown one ? 
_t4 		can I use the brown one to draw Ashay Ashay ? 
_t4 		oh you're drawing it  . 
_t4 		alright . 
_t4 		okay ah: what letter is that ? 
_t4 		xxx . 
_t4 		what letter do you think that is ? 
_t4 		right . 
_t4 		and then I'm gonna make some shapes . 
_t4 		yeah . 
_t4 		and I'm gonna color them in . 
_t4 		so that now there's a brown square . 
_t4 		you know what I rather have you draw right on the paper . 
_t4 		yeah can you make a blue circle ? 
_t4 		mmmm  Naima's drawing shapes too . 
_t4 		and I'll think I make a red . 
_t4 		what's that ? 
_t4 		yes it's a triangle . 
_t4 		it's a red triangle . 
_t4 		are you getting sleepy ? 
_t4 		somebody wrote that ? 
_t4 		Mommy drew  we draw on the paper only remember . 
_t4 		yeah that's right . 
_t4 		what ? 
_t4 		eat eat what ? 
_t4 		who eats crayons ? 
_t4 		xxx crayons don't taste very good . 
_t4 		so now we have a red yes we draw them we have a red circle we have a red triangle a brown square are there more crayons ?
_t4 		let me get these .
_t4 		oh did you just hit your head on that table ?
_t4 		ah . 
_t4 		okay .
_t4 		okay .
_t4 		okay  that must of hurt . 
_t4 		here  ah: . 
_t4 		okay .
_t4 		you wanna nurse first ?
_t4 		no Ornika . 
_t4 		do you wanna nurse first and then put Ornika on it ? 
_t4 		edge of that table just came out of nowhere didn't it ? 
_t4 		that was a surprise . 
_t4 		xxx at the library . 
_t4 		we got the bear book out yeah . 
_t4 		we returned it a couple of weeks ago and today we got it out again checked it out . 
_t4 		xxx checked it out for us . 
_t4 		mmmm+hmmm . 
_t4 		where did you bump your head I don't really see right now . 
_t4 		where did it hurt ? 
_t4 		I know but where on your forehead is it hurting ? 
_t4 		can you show me ? 
_t4 		right there ? 
_t4 		up here it hurts ? 
_t4 		there on your ear ? 
_t4 		ah: are you all set ? 
_t4 		you wanna see some more ? 
_t4 		I know you bumped yourself on the head . 
_t4 		are you gonna put something on okay let's get the Ornika . 
_t4 		and put it on your head sit up for a minute I have_to go get it . 
_t4 		I think is right here I think is right here . 
_t4 		don't don't worry . 
_t4 		umm but I'm not sure where to put it I don't know where you bumped yourself exactly . 
_t4 		let's look at Mommy for a second . 
_t4 		ah: .
_t4 		you can nurse again hold on .
_t4 		let's put some Ornika on you forehead . 
_t4 		see this could make you feel better . 
_t4 		come sit on Mommy's lap for a second . 
_t4 		hmmm interesting isn't it ? 
_t4 		I think that's enough I think that's enough . 
_t4 		I can't really see where you did it . 
_t4 		no I'm gonna keep it closed right now and put it away . 
_t4 		I won't forget to dry my hand . 
_t4 		you just wanna do more drawing are you putting those away okay ? 
_t4 		what you doing ? 
_t4 		who's putting them in the box ? 
_t4 		who's who's putting them in the box ? 
_t4 		yeah I thought I heard you're saying I'm putting them in the box . 
_t4 		are you putting them in the box ? 
_t4 		crayons away . 
_t4 		now looks good on here .
_t4 		there's a blue one under there . 
_t4 		be careful of that table edge again if you're planning to go get it . 
_t4 		that's where you bumped yourself see right here . 
_t4 		that's where you bumped your head . 
_t4 		no we're not gonna do it again . 
_t4 		we're gonna avoid doing it again . 
_t4 		xxx oh+my+goodness . 
_t4 		yes it's much better to bump on a pillow would you like to go in the other room and bump your head on a pillow  it's the telephone .
_t4 		who could it be ? 
_t4 		you think so . 
_t4 		let's go get the phone up . 
_t4 		you wanna come with me ? 
_t4 		hello . 
_t4 		yes . 
_t4 		hi . 
_t4 		xxx that's okay . 
_t4 		yeah mmmm+hmmm   is not working ? 
_t4 		ah okay I don't recall who or how but okay . 
_t4 		mmmm+hmmm okay so it's actually already there it's not the thing you need to bring a new one or they need to bring . 
_t4 		okay so they may  yeah [x 
_t4 		so does it have_to be re+inspected too ? 
_t4 		is that the issue okay . 
_t4 		okay  okay okay okay so yeah we'll . 
_t4 		okay that's fine . 
_t4 		yeah that's right . 
_t4 		that's all+right  .
_t4 		okay . 
_t4 		okay .
_t4 		okay . 
_t4 		good . 
_t4 		good .
_t4 		we haven't we haven't dealt with them so much to really not in detail we gonna [: going to ] to clean it up don't worry .
_t4 		couple of things I just got the date for the furnace coming .
_t4 		no don't climb on that . 
_t4 		and  is gonna be next week actually so that's gonna [: going to] be all+right . 
_t4 		ah there was something else but can't remember . 
_t4 		ah  she's all+right she's nope [: no] nope [: no] got_to go I'll talk to you later Naima put that down please . 
_t4 		Naima . 
_t4 		you know what you didn't have a long enough nap . 
_t4 		you wanna have a snack ? 
_t4 		no . 
_t4 		do you wanna have a nap ? 
_t4 		you wanna have a nursie ? 
_t4 		okay . 
_t4 		what ? 
_t4 		um , I'm recording for Brown , mother . 
_t4 		okay .
_t4 		um , what is today , today is November +...
_t4 		eighth . 
_t4 		yes . 
_t4 		in the evening , and Grandma's here ! 
_t4 		what are we making for dinner ? 
_t4 		what did I tell you I was gonna make ? 
_t4 		you remember ? 
_t4 		pasta_a . 
_t4 		you are gonna eat some . 
_t4 		yeah . 
_t4 		you want some of the spinach that you had yesterday ? 
_t4 		spinach ? 
_t4 		Naima ate some spinach yesterday . 
_t4 		not a lot , but a little . 
_t4 		oh , those are crunchy . 
_t4 		crunch , crunch , crunch , it feels so dark in here . 
_t4 		the crackers are crunchy .
_t4 		you wanna have a little of this ? 
_t4 		can feed yourself . 
_t4 		spinach and crackers ,  boy . 
_t4 		and we're gonna have pasta but I have_to cook it first . 
_t4 		we're gonna cook the pasta . 
_t4 		and then I will blow on it to cool it down for you . 
_t4 		what are you eating ? 
_t4 		what's Naima eating ? 
_t4 		Mommy's dumping all the crackers into a bucket . 
_t4 		it's a bucket_a of crackers . 
_t4 		what is this ? 
_t4 		is this spinach ? 
_t4 		is that spinach ? 
_t4 		hmmm . 
_t4 		you ate them at  house , you tried those crackers and you liked them . 
_t4 		so when I went to the store , I said  , that's something Naima will eat . 
_t4 		in the house +//?
_t4 		yeah , at  house . 
_t4 		that's where you tried it . 
_t4 		yes , we saw baby  there too . 
_t4 		that's right .
_t4 		what ? 
_t4 		whose name ? 
_t4 		oh , the other person ? 
_t4 		xxx ,  was there that day too ,  is  friend . 
_t4 		who is  ?
_t4 		oh . 
_t4 		xxx was holding  . 
_t4 		when we saw  . 
_t4 		what ? 
_t4 		you're liking ? 
_t4 		what're you liking ? 
_t4 		what's Naima liking ? 
_t4 		you like +...
_t4 		you're liking  or you're liking your spinach ? 
_t4 		yeah , it's gonna +//.
_t4 		it's still cooking . 
_t4 		xxx .
_t4 		what ?
_t4 		xxx .
_t4 		what'd [: what did] you say ?
_t4 		this is not  .
_t4 		I'm going to +//.
_t4 		as soon as I cook some I'm going to blow on it . 
_t4 		okay . 
_t4 		you can do it . 
_t4 		it's a what ? 
_t4 		it's a song +//.
_t4 		is there a song about combination ? 
_t4 		listened to some song about combination . 
_t4 		that's the second time you have said that . 
_t4 		what ? 
_t4 		combination devasion . 
_t4 		yeah , maybe it's in that song . 
_t4 		mmmm . 
_t4 		you'll have_to ask Daddy about that . 
_t4 		devasion .
_t4 		it's a song ?
_t4 		it is , can you sing it ? 
_t4 		Naima sing it . 
_t4 		I don't know that song . 
_t4 		hmmm . 
_t4 		yes , that reminds us of the octagon . 
_t4 		octagon +//.
_t4 		where did the octagon go ?
_t4 		is it missing ? 
_t4 		hmmm .
_t4 		yes , I know where Naima hid it . 
_t4 		yeah , you hid it .
_t4 		you hid the +//.
_t4 		hid the octagon . 
_t4 		you hid the octagon ? 
_t4 		where did it go ? 
_t4 		I think you put it in the bag . 
_t4 		I think you hid it in the bag . 
_t4 		oh my gosh .
_t4 		ahh , that's a new one . 
_t4 		pactagon .
_t4 		pactagon .
_t4 		Naima likes making up new words .
_t4 		pactagon .
_t4 		an octagon .
_t4 		xxx .
_t4 		pactagon ?
_t4 		what_a ? 
_t4 		xxx .
_t4 		the daughter ? 
_t4 		the daughter ,  . 
_t4 		okay +...
_t4 		happy happy happy ?
_t4 		xxx . 
_t4 		oh , I should have seen how long I'm supposed to cook this chicken and pasta .
_t4 		hmmm , seven to ten minutes . 
_t4 		it takes twenty+five +...
_t4 		the kale is cold .
_t4 		the kale is cold . 
_t4 		pasta is cooking , you're right . 
_t4 		pasta is still +...
_t4 		cooking . 
_t4 		mmmm . 
_t4 		tentagon ? 
_t4 		xxx .
_t4 		what's a tentagon ?
_t4 		tentagon . 
_t4 		octagon .
_t4 		what's underneath the octagon ? 
_t4 		a stop sign . 
_t4 		oh . 
_t4 		yeah .
_t4 		what's under the pentagon ? 
_t4 		a house is under the pentagon .
_t4 		a pentagon has five sides .
_t4 		pentagon has five sides . 
_t4 		xxx .
_t4 		what_a ?
_t4 		xxx .
_t4 		bog .
_t4 		gog .
_t4 		that's a new word , that's nice she made up that word  .
_t4 		gog . 
_t4 		gog .
_t4 		xxx .
_t4 		grog .
_t4 		oh , grog's [: grog is] a good word .
_t4 		xxx yes .
_t4 		wouldja [: would you] like to try some of this very special tofu ? 
_t4 		tofu rectangles . 
_t4 		tofu rectangles . 
_t4 		xxx .
_t4 		I'm sure I could if I had to . 
_t4 		xxx .
_t4 		yummy . 
_t4 		you don't like that so much ? 
_t4 		okay . 
_t4 		do you wanna have some almond butter on your cracker ? 
_t4 		you could have almond butter on your cracker .
_t4 		xxx .
_t4 		that's a rectangular +...
_t4 		tofu . 
_t4 		is that kale ? 
_t4 		mmmm .
_t4 		cold kale . 
_t4 		looks like broccoli , doesn't it ? 
_t4 		little bit . 
_t4 		same color . 
_t4 		yeah . 
_t4 		yes , green . 
_t4 		green .
_t4 		mister paint [?] pig . 
_t4 		yes .
_t4 		he doesn't have_to paint the oranges ! 
_t4 		they're already orange !
_t4 		they're already orange .
_t4 		oh yes , the oranges in that book are falling out of mother cat's cart . 
_t4 		xxx . 
_t4 		uh+oh , falling out from mother cat's cart .
_t4 		he doesn't have_to paint those . 
_t4 		I don't think so . 
_t4 		I can't stand how dark it is +...
_t4 		you ate them at somebody's house ,  house .
_t4 		crackers , special crackers . 
_t4 		can I have a piece of your cracker ? 
_t4 		can I have a piece ? 
_t4 		Grandma have [?] a piece . 
_t4 		mmmm . 
_t4 		very good . 
_t4 		those are rye crackers . 
_t4 		they're called rye crisp . 
_t4 		yes , I'm gonna grate something , you see the grater ? 
_t4 		I am gonna grate something . 
_t4 		yeah . 
_t4 		you know what that's used for , huh ? 
_t4 		you want any more of this ? 
_t4 		rectangles . 
_t4 		put it back ? 
_t4 		you can just leave it there if you don't wanna eat it . 
_t4 		just leave it right there , it's okay . 
_t4 		oh yes , Mommy's grating cheese . 
_t4 		you wanna eat some ? 
_t4 		what kind of cheese is it ? 
_t4 		uh , actually I'm not sure if this is +...
_t4 		I think it's regianno . 
_t4 		yeah . 
_t4 		okay . 
_t4 		this should be ready very shortly . 
_t4 		tentagon . 
_t4 		mmmm+hmmm , I'm gonna glue them . 
_t4 		I'm gonna glue those socks right on so they don't fall off . 
_t4 		okay , that's done .
_t4 		xxx .
_t4 		all+right . 
_t4 		um +... 
_t4 		a combination song ? 
_t4 		hmmm .
_t4 		I wonder what that is . 
_t4 		who sings it ? 
_t4 		I sing it ? 
_t4 		combination song ,  . 
_t4 		xxx .
_t4 		huh . 
_t4 		really not , I'm really not s(ure) +//.
_t4 		devasion song , I'm really not sure what that's +//.
_t4 		what you're referring to there .
_t4 		yeah .
_t4 		Mommy's making it . 
_t4 		I'm gonna +...
_t4 		I'm getting it out of the pan .
_t4 		she's gotta drain the pasta . 
_t4 		drain the water from the pasta . 
_t4 		which is no easy feat . 
_t4 		mmmm . 
_t4 		it's hot water . 
_t4 		yeah , I'm gonna get you some . 
_t4 		xxx .
_t4 		I'm gonna glue your socks on . 
_t4 		so they stay on your feet . 
_t4 		some warm pasta . 
_t4 		oh .
_t4 		and then I'll put some +... 
_t4 		squirrels , squirrels +...
_t4 		squirrels ,  , are those squirrels ? 
_t4 		no: . 
_t4 		xxx . 
_t4 		they're squigglies . 
_t4 		or spirals , what are they officially called ? 
_t4 		I think spirals is right . 
_t4 		spirals . 
_t4 		yeah , Mommy had to drain the water . 
_t4 		xxx .
_t4 		xxx house ?
_t4 		somebody's house . 
_t4 		that somebody was  ? 
_t4 		xxx house .
_t4 		I guess I should call  to see if he's imminently coming or not . 
_t4 		kitty cat ?
_t4 		does she have a kitty cat ? 
_t4 		she has three . 
_t4 		three ! 
_t4 		what are their names ? 
_t4 		do you know what her cat's names are ? 
_t4 		the one you saw was called Idaho . 
_t4 		Idaho  . 
_t4 		Idaho . 
_t4 		was she sleeping ?
_t4 		hi  . 
_t4 		I thought I'd +... 
_t4 		okay .
_t4 		what was the other one ?
_t4 		okay . 
_t4 		good . 
_t4 		what was the other one called ? 
_t4 		okay good , bye bye .
_t4 		not bad , we're just starting supper , so you can have supper . 
_t4 		yup [: yes] .
_t4 		Idaho .
_t4 		Wilbur is  cat . 
_t4 		oh: . 
_t4 		xxx I'm just waiting for this to cool down .
_t4 		you could eat this with a fork I think , when it's cooled down . 
_t4 		Daddy's on +//.
_t4 		Daddy said he's coming home any minute now . 
_t4 		I talked to him , he was in his car . 
_t4 		yeah , I had to drain the pasta . 
_t4 		drain the water out of it . 
_t4 		yes , we have_to use kleenex . 
_t4 		let's see if +//.
_t4 		lemme [: let me] see how hot this is .
_t4 		it's warm , it's not too hot . 
_t4 		you can have some . 
